"term","definition","source","language","country","normalized"
"koon","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","koon"
"kootch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kootch"
"krap","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","krap"
"krappy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","krappy"
"kraut","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kraut"
"krauts","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","krauts"
"kuffar","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kuffar"
"kuk","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kuk"
"kuksuger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kuksuger"
"kum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kum"
"kumbubble","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kumbubble"
"kumbullbe","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kumbullbe"
"kumer","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kumer"
"kummer","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kummer"
"kumming","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kumming"
"kums","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kums"
"kunilingus","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kunilingus"
"kunnilingus","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kunnilingus"
"kunt","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kunt"
"kunts","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kunts"
"kuntz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kuntz"
"kurac","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kurac"
"kurwa","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kurwa"
"kushi","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kushi"
"kushis","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kushis"
"kusi","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kusi"
"kwa","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kwa"
"kwai lo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kwailo"
"kwai los","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kwailos"
"kwif","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kwif"
"kyke","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kyke"
"kykes","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kykes"
"kyopo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kyopo"
"kyopos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kyopos"
"kyrpa","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","kyrpa"
"l3i+ch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","l3ich"
"l3itch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","l3itch"
"labia","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","labia"
"lapdance","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lapdance"
"leather restraint","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","leatherrestraint"
"leather straight","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","leatherstraight"
"lebos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lebos"
"lech","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lech"
"lemon party","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lemonparty"
"leper","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","leper"
"lesbain","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lesbain"
"lesbayn","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lesbayn"
"lesbin","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lesbin"
"lesbo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lesbo"
"lesbos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lesbos"
"lez","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lez"
"lezbe","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezbe"
"lezbefriends","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezbefriends"
"lezbian","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezbian"
"lezbians","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezbians"
"lezbo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezbo"
"lezbos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezbos"
"lezz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezz"
"lezzian","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezzian"
"lezzie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezzie"
"lezzies","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezzies"
"lezzo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezzo"
"lezzy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lezzy"
"libido","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","libido"
"licker","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","licker"
"licking","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","licking"
"lickme","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lickme"
"lilniglet","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lilniglet"
"limey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","limey"
"limpdick","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","limpdick"
"limy","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","limy"
"lingerie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lingerie"
"lipshits","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lipshits"
"lipshitz","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lipshitz"
"livesex","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","livesex"
"loadedgun","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","loadedgun"
"lolita","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lolita"
"lovebone","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lovebone"
"lovegoo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lovegoo"
"lovegun","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lovegun"
"lovejuice","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lovejuice"
"lovemuscle","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lovemuscle"
"lovepistol","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lovepistol"
"loverocket","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","loverocket"
"lowlife","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lowlife"
"lsd","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lsd"
"lubejob","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lubejob"
"lubra","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lubra"
"lucifer","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lucifer"
"luckycammeltoe","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","luckycammeltoe"
"lugan","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lugan"
"lugans","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lugans"
"lusting","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lusting"
"lusty","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lusty"
"lynch","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","lynch"
"m-fucking","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mfucking"
"m0f0","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","m0f0"
"m0fo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","m0fo"
"m45terbate","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","m45terbate"
"ma5terb8","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ma5terb8"
"ma5terbate","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","ma5terbate"
"mabuno","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mabuno"
"mabunos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mabunos"
"macaca","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","macaca"
"macacas","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","macacas"
"mafugly","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mafugly"
"magicwand","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","magicwand"
"mahbuno","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mahbuno"
"mahbunos","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mahbunos"
"make me come","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","makemecome"
"makemecum","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","makemecum"
"male squirting","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","malesquirting"
"mamhoon","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mamhoon"
"mams","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mams"
"manhater","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","manhater"
"manpaste","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","manpaste"
"maricon","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","maricon"
"maricón","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","maricn"
"marijuana","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","marijuana"
"masochist","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masochist"
"masokist","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masokist"
"massa","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","massa"
"massterbait","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","massterbait"
"masstrbait","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masstrbait"
"masstrbate","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masstrbate"
"mastabate","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mastabate"
"mastabater","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mastabater"
"master-bate","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbate"
"masterb8","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterb8"
"masterbaiter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbaiter"
"masterbat","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbat"
"masterbat3","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbat3"
"masterbates","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbates"
"masterbating","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbating"
"masterbation","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbation"
"masterbations","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterbations"
"masterblaster","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masterblaster"
"mastrabator","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mastrabator"
"masturbat","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masturbat"
"masturbating","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masturbating"
"masturbation","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","masturbation"
"mattressprincess","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mattressprincess"
"mau mau","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","maumau"
"mau maus","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","maumaus"
"mcfagget","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mcfagget"
"meatbeatter","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","meatbeatter"
"meatrack","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","meatrack"
"menage","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","menage"
"merd","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","merd"
"mgger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mgger"
"mggor","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mggor"
"mibun","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mibun"
"mick","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mick"
"mickeyfinn","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mickeyfinn"
"mideast","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mideast"
"mierda","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mierda"
"milf","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","milf"
"mindfuck","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mindfuck"
"minge","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","minge"
"minger","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","minger"
"mo-fo","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mofo"
"mockey","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mockey"
"mockie","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mockie"
"mocky","Imported from Open Source Blacklist","GitHub_Raw_List","en","Global","mocky"
